TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionAmount,TransactionType,TransactionLocation,DeviceType,Terrorism,UserTenure,IsFraud
1779,521,37,0,2,1,3,2,48379.15,18707.17,2232.22,38.14,0,0,0,1,52,0
14249,3238,41,2,2,1,0,2,121661.84,41296.21,3520.34,1433.12,3,6,2,1,60,1
17519,551,28,2,2,0,1,1,36912.14,23177.476,3218.75,1978.192,3,0,0,1,106,1
2101,1673,-1,1,0,0,1,1,75884.37,39066.61,12151.58,162.16,1,0,0,0,8,0
1818,2881,38,1,2,1,3,1,32976.55,25918.16,3436.74,137.95,1,6,1,1,31,0
369,1229,34,1,2,1,0,3,49907.35,35183.62,4164.12,439.47,1,0,1,0,57,0
4937,4198,35,0,2,0,0,4,147254.2,113799.18,12441.92,348.25,3,4,1,0,87,1
10896,3476,26,1,1,1,1,3,59420.2,38455.99,6082.96,640.65,1,2,1,0,105,1
5285,4026,43,0,2,1,0,1,106892.35,70577.15,20958.4,30.15,3,3,0,0,20,1
8367,1512,34,0,0,1,1,0,39690.86,26816.57,1434.7,210.37,1,7,1,1,114,0
16501,1087,26,0,2,0,0,1,44479.82,16221.524,183.53,6437.592,3,0,1,1,65,1
7071,126,31,0,3,0,1,0,115029.64,84064.07,6193.32,208.43,3,4,0,0,14,1
12905,2749,38,2,2,0,1,0,63626.41,24050.1,7631.4,480.75,1,4,0,0,108,0
2093,1618,36,1,0,0,0,0,90984.37,57416.8,8665.48,588.59,1,7,0,0,41,0
11336,2128,-1,1,0,1,2,2,31991.79,23654.39,2283.64,20.86,0,2,0,0,76,0
11683,979,30,1,2,0,1,0,53207.18,20989.3,4108.5,105.76,3,5,0,0,69,1
7817,4526,19,1,0,1,1,4,156507.39,89727.84,61353.4,147.63,1,4,2,1,8,1
1920,4464,41,1,2,1,0,0,68667.6,36310.24,2999.28,287.76,1,1,0,1,46,0
82,2393,33,1,0,3,1,3,125722.27,42837.17,11265.04,508.33,1,6,1,0,107,0
7331,440,22,1,2,1,1,1,39971.4,29370.85,3895.34,2623.17,0,7,1,1,7,0
7304,2716,35,0,0,0,1,3,99448.41,48915.46,1067.62,66.53,3,7,1,1,83,1
816,1145,43,0,2,1,3,1,183749.38,144467.1,4971.04,84.11,2,2,1,0,28,0
13318,1803,60,1,3,0,1,3,95786.53,55417.62,23975.36,73.0,0,7,1,1,30,1
15919,4132,29,1,0,1,1,2,107608.34,64123.804,16321.9,142.892,3,7,1,0,77,1
4396,1498,33,0,0,1,1,3,72648.19,26983.27,7843.7,180.13,2,6,0,0,2,0
15285,4053,28,1,2,1,1,2,61802.42,25408.696,1950.16,280.144,2,3,1,1,7,0
16824,530,46,1,1,0,1,0,146494.0,71346.816,3112.72,778.96,1,3,0,0,24,0
8475,742,46,1,1,2,0,4,61633.92,19799.71,3578.96,101.5,2,5,0,1,47,0
6124,4186,26,0,1,2,1,2,43196.57,29537.39,3105.68,293.7,3,0,2,0,101,1
4120,3855,-1,0,1,2,1,3,52705.01,24864.99,4787.46,197.41,1,6,0,1,83,0
16361,877,39,1,2,0,0,4,61284.85,36458.512,2380.92,15.912,3,5,1,0,19,0
8801,2607,32,0,2,2,3,3,132360.92,43937.26,8992.56,490.61,3,2,1,0,31,1
11107,914,18,0,2,1,1,1,101803.09,67969.68,7600.64,108.88,1,4,0,0,70,0
1813,2617,30,1,0,0,0,2,66877.12,49218.36,6881.78,172.93,1,0,0,0,49,0
1271,3654,22,1,3,1,0,2,68429.83,49173.92,2404.66,13.62,0,7,1,0,42,0
14311,4632,48,1,3,0,0,4,28837.06,19483.56,56.08,387.08,1,2,0,1,69,0
8751,3624,38,1,2,1,0,4,134449.36,43085.52,3164.22,362.07,2,1,1,0,9,0
2994,3496,38,2,3,1,0,1,30798.9,16818.45,5930.1,12.49,2,3,0,0,71,0
15658,1543,30,1,2,0,0,1,36463.04,17583.216,3452.01,34.724,2,6,0,1,9,0
15617,2026,39,1,3,0,1,2,72603.51,47243.26,10974.75,26.564,2,0,0,0,45,1
6409,586,48,0,2,1,1,2,28303.32,17045.79,69.94,1242.04,3,4,0,1,3,1
16310,2649,18,0,3,0,1,3,34044.29,12128.632,5781.1,62.056,1,2,0,0,61,0
2642,176,26,0,2,0,0,0,35342.66,16997.57,3130.32,2520.1,1,5,1,1,109,0
9280,4380,-1,1,3,2,0,1,80381.28,52372.83,3260.08,165.78,2,3,0,0,84,0
14255,698,35,1,0,0,3,4,55141.54,43092.51,11218.32,12.99,1,0,1,0,107,1
12700,4300,-1,0,2,0,2,1,57224.87,22291.56,7532.36,758.62,1,0,1,1,116,1
2305,919,42,1,2,2,1,2,50000.34,16791.58,849.98,462.85,1,2,0,0,16,1
14983,4743,36,1,2,1,1,1,55571.71,41587.092,4842.34,808.492,0,1,0,0,21,0
16788,2445,36,0,0,0,0,2,62446.05,45809.784,3829.24,100.14,1,4,0,0,89,0
4195,4305,28,1,2,2,0,3,38964.98,11696.78,2503.22,83.38,1,7,0,0,12,0
13754,3158,31,1,0,3,0,2,90773.33,36983.79,1169.78,130.63,2,4,0,0,119,0
13032,2992,-1,1,1,1,1,3,57607.2,19563.79,3900.68,168.56,3,4,0,0,43,1
12847,3784,37,0,2,0,1,4,105640.98,47252.17,7579.26,325.79,2,2,1,0,72,0
16759,4950,46,1,2,0,3,0,67342.62,28109.18,7784.57,146.568,3,0,0,0,86,1
12768,4543,47,1,0,1,1,0,114754.4,37277.29,3892.26,54.95,2,4,0,1,112,1
12360,4239,44,1,2,1,1,4,75756.74,50358.64,3961.4,20.3,3,0,2,1,79,1
3849,2817,27,2,2,1,1,4,57053.16,31755.58,2181.34,451.04,2,0,0,0,35,1
18147,1760,27,0,0,2,2,0,45748.23,33939.12,947.19,99.32,1,7,2,0,82,0
16799,2540,33,1,2,2,0,2,37340.77,22881.884,4870.37,40.836,3,0,2,0,43,1
13445,2151,34,1,0,1,1,0,54450.33,22780.7,3097.24,88.45,3,4,0,0,73,1
17907,2857,18,1,0,1,0,3,27769.98,15005.488,1103.5,96.012,1,3,1,1,29,0
13725,2197,56,0,2,0,2,4,36454.61,20071.96,5887.56,25.58,0,6,1,1,3,0
10606,4702,22,1,2,1,0,1,19193.12,12224.2,1198.72,68.15,1,1,0,0,22,0
3554,267,24,1,2,1,0,4,41354.41,12571.42,9075.0,93.91,1,4,1,0,106,0
12883,4886,20,0,2,0,1,4,31746.47,13774.64,2096.32,324.43,2,7,0,0,103,1
12690,7,33,1,2,1,0,4,125115.03,98229.37,7329.14,49.41,1,4,0,0,75,1
2195,4687,18,0,0,0,1,1,104414.84,33611.16,6400.22,9.8,2,6,1,0,47,1
13237,439,18,0,3,2,1,2,118659.26,77205.37,7467.24,23.84,0,4,1,0,29,0
2600,765,29,0,2,0,0,1,53647.82,35267.94,15159.58,217.22,1,1,1,0,75,1
6163,2384,-1,1,1,1,1,4,43815.45,23827.72,3610.58,331.04,1,6,1,1,92,1
1518,549,48,0,2,0,0,4,28475.05,11696.83,4067.22,7.99,1,1,1,1,54,0
12956,2491,51,0,1,0,1,3,66875.98,48017.86,1145.66,22.45,0,2,2,1,107,1
12506,248,44,1,0,1,1,1,109968.89,35953.29,4096.74,112.44,1,2,0,1,66,0
11558,2329,32,1,3,2,0,0,78707.17,57727.49,4095.2,83.34,1,0,0,1,51,0
14474,4662,37,0,2,3,0,4,49530.8,35549.35,3935.04,24.25,2,6,0,0,40,0
15074,3639,33,0,0,1,0,1,79630.38,31994.848,1926.64,258.852,1,3,0,1,1,0
6309,2643,21,1,1,1,1,2,42682.73,24604.01,6794.12,621.73,1,5,0,0,29,0
10825,4385,21,0,2,1,0,3,76718.51,36012.01,7624.14,554.93,1,7,0,1,36,1
5755,2150,38,1,2,1,0,3,47700.4,32713.29,1982.32,303.03,1,7,0,0,63,0
5633,238,29,0,0,1,1,4,53755.25,28504.43,4608.02,42.26,0,3,1,1,39,0
8399,3370,39,0,0,2,0,2,68275.01,45652.11,1269.06,205.13,3,7,0,0,21,1
6241,296,31,0,1,0,0,2,41319.91,32311.56,5294.2,1212.61,1,5,1,0,105,0
13065,282,46,1,2,1,2,4,70027.41,24671.43,18232.36,988.83,3,4,0,0,40,1
10626,199,31,0,3,1,1,2,120275.37,40274.42,3774.48,139.45,1,7,1,0,73,0
7162,332,27,0,0,1,0,2,35919.57,25838.9,141.72,46.77,2,4,1,0,63,1
11846,3742,41,0,2,1,1,2,17598.93,8101.67,1209.62,122.03,2,3,2,1,32,1
15276,4243,41,0,0,0,1,4,49942.62,33893.252,5294.18,98.832,1,5,0,0,90,0
15495,4872,39,0,0,2,0,1,114426.41,64806.92,15303.82,60.948,1,0,1,0,45,0
15110,294,30,1,2,0,0,2,104271.2,48601.872,4314.68,66.94,1,3,1,0,69,0
12712,1642,41,1,2,0,1,4,122281.86,51163.54,15243.8,199.63,3,4,0,0,63,1
13779,1598,-1,0,2,2,0,1,33425.17,23869.4,532.22,19.29,1,3,0,0,30,1
11737,700,-1,1,1,0,0,2,89264.71,65875.02,3908.8,20.76,3,6,1,0,28,1
1988,4494,32,0,0,3,0,3,49481.39,31871.33,1303.1,43.21,1,7,0,0,83,1
12968,1392,-1,1,1,2,0,0,62675.04,49081.47,4205.68,9.86,1,6,0,0,104,1
9533,1248,38,0,2,2,1,1,70927.17,55148.3,10661.74,60.33,1,1,2,1,54,0
13723,1006,23,0,3,2,0,3,126315.84,55688.45,23471.38,47.94,1,2,1,0,90,1
13636,229,25,1,2,0,1,4,61082.79,37302.17,4246.3,111.14,0,2,1,0,90,1
7737,4304,31,0,0,0,2,4,60308.97,37239.97,10302.56,80.46,1,1,0,1,30,1
517,1447,39,0,1,1,0,4,120818.26,60451.58,5430.22,421.87,1,3,0,0,50,1
10561,1022,-1,1,2,0,0,1,40771.15,21877.15,2315.02,45.83,3,5,1,0,107,0
6160,4240,34,0,2,0,1,1,32666.18,14372.62,7411.36,992.76,1,2,1,0,103,1
15394,595,48,1,2,0,1,3,43234.7,29882.948,672.91,239.964,3,1,0,1,64,1
17465,477,47,1,1,2,0,4,45828.04,30341.976,4128.57,146.368,1,5,0,0,104,0
16464,4145,18,1,2,1,1,3,44506.03,22764.884,3407.35,32.656,2,6,1,1,102,0
14880,3852,46,1,0,0,1,2,49119.12,19945.348,6367.48,3.152,1,0,0,0,15,1
9607,4597,30,1,3,0,0,4,49227.19,15822.5,3128.7,227.38,3,2,0,1,87,1
12856,4001,33,0,2,2,0,0,35332.37,16942.4,5755.48,127.24,0,0,0,0,31,0
4456,4995,31,0,3,0,0,0,73299.5,52391.24,4996.62,173.26,2,3,0,0,37,1
2761,16,38,0,1,2,1,0,46999.47,34339.15,1102.74,477.06,2,4,0,0,102,1
6481,4665,26,1,2,1,1,4,66866.66,49143.08,6530.12,64.43,2,4,0,1,80,0
5911,1252,36,1,1,1,2,0,88479.65,32514.45,4150.44,100.36,1,7,1,0,23,0
17409,4537,40,1,2,1,1,1,65730.82,42518.056,10379.65,62.888,1,7,2,0,34,0
6547,490,35,1,0,1,2,0,40119.44,16908.06,408.32,84.47,2,5,0,0,71,0
4855,3163,27,0,2,2,1,2,65608.82,45989.34,3598.42,64.53,1,7,0,1,116,0
7644,411,47,1,2,0,1,2,39076.97,25070.24,10457.9,19.85,0,3,0,0,50,1
17251,80,49,1,2,1,0,1,41909.17,32596.052,14025.31,170.584,1,0,0,0,51,1
8319,307,31,1,2,0,1,3,25062.03,13213.16,1672.24,42.32,1,0,0,0,71,1
11666,882,46,1,2,0,2,2,55921.78,24114.23,5129.32,119.4,2,0,1,0,118,0
6358,4106,47,1,3,1,1,1,44764.64,18314.59,1372.7,638.06,1,7,0,0,100,0
9741,3986,39,0,2,0,1,0,75884.73,29417.97,11846.88,29.19,3,0,0,0,93,1
12502,4372,48,1,0,0,0,0,51253.97,25582.23,6044.64,144.65,1,5,2,0,94,0
2438,2230,22,0,2,1,1,2,26310.21,16494.07,1837.08,161.33,0,4,0,0,38,0
3765,3225,19,0,0,1,0,4,114455.03,43220.67,9086.38,365.14,2,1,0,0,55,0
15407,4031,38,1,0,0,0,4,104344.82,77385.456,10580.67,226.84,3,6,0,0,75,1
13452,1964,43,1,1,3,1,0,53094.75,37888.37,1665.02,54.92,2,1,1,0,64,1
6432,412,38,1,2,0,0,2,69977.9,53765.94,14076.04,194.18,1,3,1,0,45,0
8643,2274,32,1,1,1,0,0,85413.95,27353.37,4340.82,415.8,1,6,1,0,90,0
7846,3243,22,1,0,0,0,4,78399.65,35392.12,5127.8,65.41,1,5,0,0,117,0
16754,1977,30,1,2,0,1,3,65214.51,35284.576,16301.74,5.064,2,3,1,0,37,1
12253,2947,-1,1,0,3,1,1,116695.19,76647.31,10010.26,97.98,1,0,1,0,47,0
9665,2256,40,1,0,0,1,0,84798.1,33905.18,1352.76,308.03,2,5,0,1,94,0
8058,2964,24,0,2,1,0,4,70813.66,40514.13,5368.78,27.42,1,4,0,0,31,0
6340,394,28,1,2,0,0,0,42459.97,32339.99,2712.58,95.17,2,3,1,1,19,0
4821,2184,40,1,2,1,1,0,83622.13,55926.34,12014.98,121.15,0,3,1,1,24,0
18,4679,22,1,1,0,3,4,56185.17,40287.08,167.36,12.09,0,1,0,0,65,0
3560,3629,46,1,2,3,0,0,47572.83,36105.71,2545.32,76.26,3,4,0,0,30,1
3951,1146,44,1,0,3,3,2,36339.47,27714.75,4080.78,484.72,3,2,1,0,23,1
49,1249,25,1,0,0,3,2,109101.92,43238.21,11090.64,2.21,3,1,0,0,15,1
16911,1710,41,1,2,0,1,3,105698.12,62556.348,2403.36,749.68,3,7,0,0,10,1
3104,1888,33,1,2,1,0,2,109586.07,81652.52,7381.78,29.37,2,1,0,0,37,0
887,4516,42,1,2,2,1,3,70362.06,28067.7,20.0,1180.32,1,2,0,0,119,0
6261,4072,42,1,2,0,1,4,94595.56,52984.37,1271.48,73.69,1,5,1,1,38,0
7236,4004,31,1,2,1,1,2,118837.87,35695.35,23539.32,130.14,2,6,2,1,62,1
6989,210,34,1,3,0,0,2,52587.15,38033.86,4039.56,157.92,3,7,1,0,73,1
6043,3570,31,1,0,1,1,4,100655.74,71384.1,9726.94,1279.08,2,5,0,1,100,0
10808,535,24,0,2,0,2,2,51983.8,21823.87,4102.54,201.66,1,4,0,0,89,0
8708,3664,31,0,0,1,0,4,71888.7,52008.03,19766.72,69.77,1,1,0,0,60,0
3168,2076,30,1,2,1,0,0,36192.55,12536.62,2214.62,21.66,1,6,1,0,89,0
2949,454,25,0,0,0,1,1,36840.97,25715.78,2852.56,540.23,1,5,0,0,36,0
1424,2098,27,1,0,0,1,4,60676.0,32788.77,5065.68,232.71,1,2,2,0,107,0
139,855,29,0,1,1,1,3,66516.83,41996.09,6355.32,120.66,1,4,1,0,107,0
10116,1224,46,0,2,1,1,1,137257.18,86573.05,11384.32,157.84,1,1,0,0,54,0
10570,3144,18,1,2,1,0,4,37884.74,15969.19,4235.52,43.65,2,5,1,0,88,0
3197,2626,43,1,2,1,1,4,38842.08,22934.72,1664.64,114.93,0,7,2,0,58,0
5131,4224,39,0,2,1,1,3,89480.0,36563.98,3387.16,31.44,1,4,1,0,30,0
112,4574,51,1,2,0,1,4,42292.75,13609.65,1170.28,623.57,1,4,0,1,29,0
8160,2696,36,0,3,0,0,4,72013.6,42255.33,1360.6,26.31,1,7,1,0,70,0
17088,2413,49,0,1,0,1,4,60330.32,26807.768,5330.64,1310.712,2,3,1,1,92,1
4559,2787,-1,1,0,1,1,1,35364.16,21771.64,6465.3,228.6,3,3,1,0,12,1
4595,2708,37,1,1,1,0,4,84558.45,64713.34,18193.1,76.98,3,3,2,1,34,1
15859,879,31,2,2,1,0,0,40123.66,19081.048,8175.8,23.42,2,4,0,0,91,0
11442,2917,35,1,1,0,0,3,94100.04,44736.96,3037.96,51.49,1,0,1,0,59,0
4690,2556,36,1,2,1,1,2,144557.87,44905.24,4671.5,13.38,2,6,0,1,108,0
11254,3147,35,1,0,0,1,1,33086.58,17502.47,48.62,220.52,2,3,2,0,33,0
7951,3442,18,0,0,0,0,1,27844.11,8719.21,1073.48,11.83,1,3,0,0,24,1
17900,3589,45,0,0,1,0,4,46713.95,15500.032,1557.48,83.9,1,2,0,1,105,1
12738,1907,18,0,2,0,1,0,38816.8,23582.61,3793.86,384.52,0,4,0,1,70,1
17963,3525,39,2,2,2,1,1,103474.27,50281.984,6301.98,101.46,0,1,2,0,36,0
3277,4357,28,0,2,0,0,4,87578.75,40045.65,3188.74,608.99,1,3,1,0,72,0
10758,4446,38,0,0,2,0,1,42550.43,15857.83,4334.88,57.26,1,4,0,0,24,0
15089,1019,32,1,2,2,3,0,104561.36,66820.048,7948.12,658.852,0,0,0,0,76,0
4068,2021,33,1,2,0,1,2,37902.13,12695.68,3295.12,70.1,2,7,0,0,67,1
4408,739,43,1,2,1,1,1,50934.97,30639.12,5176.12,366.06,1,0,0,0,109,0
14572,3161,38,0,2,0,1,4,83915.17,49631.65,128.06,16.76,2,6,1,0,44,0
16994,1719,30,1,2,0,1,2,44592.66,20998.976,3838.52,9.9,3,5,1,1,40,0
9729,4960,28,1,1,1,1,2,112915.74,34222.57,11394.86,31.45,3,3,0,0,17,1
11414,1086,36,0,0,0,1,3,42607.68,20653.29,12722.5,260.72,3,6,1,0,15,1
10667,1040,27,0,1,0,0,4,40481.35,27503.35,2123.64,1124.64,1,0,0,0,23,1
451,4573,-1,0,2,2,0,2,72440.43,28664.05,10762.98,1446.67,1,0,1,0,105,1
7262,1646,53,1,0,0,0,4,26580.9,14936.18,1718.38,27.74,0,0,1,0,37,0
3731,2127,35,1,2,0,1,0,89806.51,65601.72,3000.48,54.2,1,6,0,0,79,0
7256,4127,45,0,2,1,0,4,57841.13,31616.63,413.28,476.86,0,0,0,1,87,1
17335,665,35,1,2,0,2,0,84537.58,50149.588,6922.81,30.112,1,0,0,0,66,0
4986,2317,24,1,0,2,1,1,92493.99,52814.29,1696.28,9.18,2,5,0,0,56,0
3663,1348,36,0,1,1,1,1,17520.34,7284.26,376.24,41.36,1,0,1,0,20,0
2763,2284,39,1,2,2,0,2,58645.18,29677.08,3918.48,71.01,3,6,1,0,33,1
8850,4583,-1,1,2,1,1,4,63694.23,41395.59,3088.46,2295.97,1,3,1,0,69,1
16270,1374,26,1,3,1,0,1,122190.96,93430.16,4312.53,778.244,0,1,1,0,44,0
15123,547,24,1,0,1,3,0,25566.26,10608.796,1209.78,1555.992,0,5,1,0,116,0
1855,4162,33,1,0,1,1,1,85354.96,28828.75,6386.66,360.11,3,4,2,0,19,1
12812,3375,18,0,0,1,0,0,92221.06,61643.79,3825.48,154.71,0,6,2,0,40,1
999,4478,31,0,1,0,1,1,38358.95,27061.26,636.16,388.57,2,5,1,1,113,0
389,3853,38,0,0,1,1,4,25376.97,16596.74,2660.1,154.65,2,2,0,0,112,0
11599,2569,-1,1,0,0,0,0,57427.16,35859.76,3905.14,89.63,1,3,2,1,12,0
6426,2180,42,0,2,0,3,2,74562.75,42184.96,5062.04,622.23,3,6,0,0,75,1
1476,3289,-1,0,2,3,1,2,116392.31,56056.53,7689.88,14.38,1,6,1,0,52,1
2240,3713,35,1,0,1,1,3,73708.6,47648.14,517.12,62.15,1,4,0,0,36,0
10578,1916,33,0,0,1,0,1,48587.65,33997.25,6079.72,156.89,1,1,0,0,13,0
17513,705,46,0,2,1,3,4,32071.71,20650.308,5324.54,42.752,3,7,1,1,25,1
8112,226,27,1,0,1,0,3,38826.33,26894.33,110.6,628.37,3,3,1,0,116,1
992,1387,46,0,3,1,1,1,35136.15,24551.85,4706.38,1036.27,1,4,0,0,36,0
7032,3965,31,1,2,0,0,3,25740.79,12842.67,2162.02,690.24,3,4,1,1,71,1
4997,351,28,0,0,1,0,3,46175.02,32904.95,2181.7,134.61,3,2,1,0,81,1
3922,980,35,0,0,1,1,2,55872.42,42770.25,8875.12,486.19,1,3,0,0,10,0
2972,2502,31,0,3,0,1,3,78001.49,33197.44,12301.48,12.45,3,2,0,0,117,1
11578,1689,45,1,2,1,0,0,76446.52,33203.67,10194.26,240.83,0,5,0,0,100,0
6871,3765,-1,0,2,1,2,0,50069.05,18704.01,1954.3,253.27,1,5,1,0,14,0
14211,2051,26,1,1,1,1,4,116587.61,61086.09,23495.16,154.49,1,5,1,1,112,0
17555,3998,33,1,2,2,2,0,69266.8,27267.952,3791.7,24.42,2,7,0,0,93,1
15493,2383,48,0,1,1,1,2,68517.91,31156.604,13049.42,749.648,1,7,2,1,65,1
4769,123,44,0,2,2,1,2,39008.57,24373.25,2503.8,18.27,0,3,1,0,24,1
1293,899,-1,2,0,2,1,1,50696.0,30589.71,2470.36,185.71,0,1,2,1,104,1
10016,927,26,0,0,1,0,2,158381.49,63795.52,1901.46,226.9,3,5,0,1,76,0
11065,3772,18,1,3,0,0,3,47239.71,17518.63,8102.34,25.72,3,1,0,0,10,1
4173,1315,54,0,2,1,0,2,165854.82,91933.32,33427.22,17.67,0,6,0,1,37,1
2535,2553,-1,2,2,0,1,3,14369.15,6319.55,2537.02,27.92,1,5,0,0,10,0
17507,721,42,0,0,1,1,2,69897.04,48702.008,2200.04,87.64,3,7,1,0,104,1
1907,3916,31,0,0,0,0,4,40520.11,16975.1,4229.36,1248.01,1,5,0,0,80,0
16687,65,21,0,2,1,2,1,53705.83,41400.712,3826.96,49.42,1,0,0,1,100,1
4946,2924,44,1,0,0,0,3,48092.69,27060.41,1125.9,226.47,1,4,0,1,21,0
8560,2315,31,1,2,0,1,1,70090.35,49408.28,21283.76,143.81,3,1,0,0,6,1
6033,2617,-1,1,0,0,0,2,66877.12,49218.36,6881.78,88.44,1,0,0,0,49,0
7619,1516,38,1,2,0,0,3,57529.97,31230.02,3408.26,29.72,1,4,0,0,95,0
1151,580,36,1,2,1,0,2,129331.32,96051.68,25415.98,69.37,1,7,0,0,96,0
1567,797,27,1,0,1,1,1,66937.45,47551.8,8079.96,147.12,0,5,1,0,26,0
3171,978,18,0,1,3,0,1,22138.06,17665.54,2568.26,404.12,1,5,0,1,91,0
16677,362,49,0,3,0,1,3,53296.69,36960.124,804.26,67.592,1,6,1,0,11,0
9689,434,32,0,3,0,1,4,55167.16,18380.59,5733.12,150.99,1,4,0,1,67,0
7106,4110,18,1,0,1,0,2,94592.52,65405.75,1135.98,26.64,0,6,1,0,26,0
17238,67,35,0,0,0,2,2,56423.62,24812.772,9084.56,3.14,0,0,0,0,84,1
4160,3549,18,0,0,2,0,2,49673.62,15622.09,7705.88,57.58,1,1,1,0,80,0
4287,4890,42,1,1,2,1,4,96477.5,55564.86,2137.06,348.83,2,1,2,0,62,0
2230,238,29,0,0,1,1,4,53755.25,28504.43,4608.02,43.02,3,3,1,1,39,1
15224,3153,50,1,1,0,0,3,92084.17,73119.748,459.75,710.984,1,7,1,0,49,0
174,2391,36,1,2,1,0,2,83792.92,29021.67,33273.34,174.89,1,0,0,0,57,0
1903,3942,47,1,3,1,1,3,50683.07,36329.15,4758.44,39.2,0,6,1,0,12,0
9291,816,-1,1,1,1,0,3,92306.98,62523.62,14099.38,31.93,1,4,2,0,13,1
8752,1547,23,0,1,3,1,0,81916.76,48992.61,8209.52,274.11,1,7,2,0,91,0
18109,316,19,0,2,1,1,0,52843.32,21977.676,8161.54,462.424,1,2,0,0,39,0
3408,2175,43,1,3,3,3,4,20721.63,12591.82,481.48,545.93,2,5,0,0,30,0
1538,4672,36,1,0,0,0,0,93501.23,39802.18,44.04,193.85,1,2,0,0,54,1
2292,2563,35,1,0,0,1,2,69667.7,46004.0,14146.16,20.39,1,3,0,0,59,1
9523,958,51,1,1,1,1,1,76101.24,45456.9,16937.52,354.71,3,1,1,0,38,1
1363,1735,20,0,2,3,3,1,76715.79,59773.35,6382.04,56.47,2,4,1,0,48,0
4357,3693,29,1,2,2,0,3,52380.1,30007.45,2287.18,47.42,2,6,0,1,22,0
15131,3880,35,1,1,0,1,1,68908.82,30737.604,26990.72,403.408,3,6,1,0,25,1
5260,229,25,1,2,0,1,4,61082.79,37302.17,4246.3,722.92,1,3,0,0,90,1
15337,382,35,0,0,0,0,0,78404.02,39890.248,6948.17,378.164,1,2,0,0,11,0
15597,971,33,0,1,0,2,3,51135.94,15467.7,3683.72,202.964,1,1,0,1,70,1
680,2354,32,1,2,0,0,3,32075.48,17515.36,4346.68,124.89,1,3,0,0,99,0
13050,2426,39,0,3,0,0,2,68185.69,37538.19,3191.98,673.63,1,7,0,0,108,0
16239,959,49,1,0,2,1,4,29230.59,18278.144,2760.55,263.28,2,5,1,1,100,0
3664,3349,34,1,3,1,0,1,80504.69,42432.42,112.34,112.06,1,3,1,1,48,0
1661,4505,45,1,3,1,1,4,84475.87,64293.0,6955.96,134.25,1,5,0,1,19,0
508,3806,-1,0,3,1,1,1,38990.15,23079.75,1019.74,130.78,1,2,2,0,86,0
166,4948,34,1,3,1,1,2,85488.06,56532.58,5820.56,109.36,1,7,0,0,5,1
13689,4231,35,0,2,1,0,3,124260.22,48114.7,25259.2,92.91,2,6,1,0,69,0
16683,2933,43,1,2,0,0,3,59968.15,36504.844,1903.13,109.908,2,0,0,0,52,0
9198,3682,-1,0,2,0,1,0,83846.36,58428.98,13208.52,34.2,0,5,0,1,53,0
16745,1053,34,1,2,1,1,4,36285.42,14456.284,9808.51,214.516,1,2,1,0,42,0
7365,1784,-1,0,2,2,0,0,32955.35,18941.42,2581.08,2943.93,0,4,0,1,17,0
1914,1080,24,0,0,2,1,2,49866.12,38466.18,2366.84,254.82,2,6,0,1,17,0
11686,4199,26,0,3,1,0,4,76446.84,59948.1,175.54,235.91,3,2,1,0,59,1
7263,2566,-1,1,0,2,0,3,35285.22,20444.44,254.36,117.42,1,1,0,1,93,1
3854,2961,37,0,0,2,0,1,76712.9,52855.99,9193.8,101.89,1,2,0,0,52,0
4199,295,-1,1,1,0,1,2,63994.37,22817.59,3108.36,208.86,1,2,1,1,69,0
7361,3153,50,1,1,0,0,3,92084.17,73413.4,468.94,1506.12,2,7,0,0,49,0
14909,4739,18,2,0,1,1,4,131469.21,54192.508,10952.22,90.72,3,3,0,1,63,1
13182,1292,41,0,2,1,1,3,57499.08,31535.53,15584.46,57.68,0,4,0,1,56,0
10728,2417,34,0,2,2,0,0,30591.31,19841.37,373.5,96.3,1,0,1,0,116,0
1104,1839,38,1,0,1,1,0,115290.86,57400.69,2597.88,389.18,0,4,1,0,68,0
12067,4757,33,0,1,1,1,2,28277.36,12646.97,162.88,7.04,3,3,1,0,82,1
16104,3057,48,0,0,1,1,3,141605.5,61186.672,11369.97,245.312,1,3,1,1,63,1
9944,1512,-1,0,0,1,1,0,39690.86,26816.57,1434.7,342.54,1,6,0,1,114,0
5310,2887,32,1,2,0,1,2,57000.19,37811.16,902.54,29.69,1,1,1,0,41,0
14144,1202,43,1,2,0,0,2,21620.61,12130.24,2198.0,161.88,1,2,1,0,64,0
16751,923,36,1,0,0,0,0,48094.89,21803.056,2146.18,51.112,2,0,1,0,7,1
11108,4879,42,1,2,0,1,3,157450.68,59142.63,4328.96,84.21,1,4,0,0,89,0
11156,2273,40,1,0,1,1,4,119498.91,57677.54,19409.32,100.91,2,7,1,0,35,0
5754,4604,32,2,2,1,0,2,57721.04,18163.26,7712.18,612.36,2,4,1,0,4,0
152,2911,42,0,2,0,1,3,105622.07,57428.14,6924.44,182.4,0,2,0,1,82,1
16283,3215,50,1,0,1,0,1,70228.1,27726.796,2976.14,66.604,2,3,0,1,54,0
18158,3620,54,1,2,0,1,4,57368.37,23965.792,747.38,49.944,0,6,0,1,87,0
5679,1800,36,1,2,1,0,1,70724.95,44960.5,2007.24,288.24,3,1,0,0,65,1
