TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,Terrorism,UserTenure,txn_month,txn_day,email_domain,Income_y,Expenditure_y,GiftsTransaction_y,IsFraud
14403,621,34,0,0,2,3,1,6,3,1,0,-37.0201,144.9646,1,99,9,19,2,117120.91,43320.8,1538.48,0
15742,960,35,1,3,0,3,4,6,3,5,0,32.67319,-97.46058,1,21,7,8,2,136278.7,47878.008,9106.34,0
2541,1176,30,2,1,0,3,2,2,3,6,0,-20.917574,142.702789,0,29,10,2,2,64418.92,22693.93,14832.26,0
1657,3093,34,1,2,2,3,2,7,1,2,0,-35.473469,149.012375,1,91,11,27,2,27669.53,17577.17,359.6,0
17566,3202,33,0,3,0,2,2,4,2,4,0,-20.917574,142.702789,1,76,11,21,2,96789.51,67373.256,6928.09,1
8069,2067,35,1,3,1,2,4,7,0,0,0,-37.0201,144.9646,0,87,10,17,5,57535.97,23631.03,346.34,0
17557,1071,44,0,2,0,3,1,4,0,3,0,-20.917574,142.702789,0,68,9,4,2,34785.24,26693.22,9117.95,0
8644,1867,19,0,3,2,3,3,3,1,3,0,-37.0201,144.9646,1,7,2,25,4,54426.08,30808.35,1742.82,0
2710,2584,41,0,1,0,3,2,6,1,6,0,-31.840233,145.612793,0,111,7,13,5,43814.31,27681.51,5942.66,1
6316,3758,52,0,3,2,3,0,0,3,5,1,-30.000233,136.209152,1,67,7,23,4,81536.3,44500.19,8125.42,0
7549,1922,48,1,1,1,3,0,4,3,4,0,-37.0201,144.9646,0,59,9,7,1,40174.43,20009.67,4038.18,0
4266,555,30,0,2,0,2,3,5,3,6,0,-37.0201,144.9646,0,7,11,1,2,71695.81,28829.86,7134.16,0
17095,3251,42,0,0,0,2,2,1,3,4,0,-20.917574,142.702789,1,113,12,27,4,49038.78,18964.228,747.1,0
6715,1963,-1,0,2,2,3,2,3,3,4,1,-37.0201,144.9646,1,6,11,25,2,87199.34,53415.86,5541.74,0
422,1584,25,0,3,0,2,0,2,3,1,0,-37.0201,144.9646,1,74,12,16,2,65202.52,43079.99,615.34,0
10972,1017,56,1,3,2,2,2,0,3,0,0,-37.0201,144.9646,1,96,2,24,4,120688.59,89150.6,17655.36,0
5316,4991,44,1,3,0,3,4,2,0,2,2,-37.0201,144.9646,0,79,10,25,5,85805.75,35100.27,2405.52,0
8849,4989,39,0,1,1,0,3,6,2,1,2,-31.840233,145.612793,1,52,9,20,2,140463.73,82986.08,6797.7,1
17810,3428,28,0,0,2,3,3,6,0,1,0,-20.917574,142.702789,1,12,2,6,5,78312.03,31597.572,2985.46,0
9673,2777,33,0,1,1,2,2,4,1,4,1,-31.840233,145.612793,0,73,12,23,5,64149.83,50261.63,1505.5,0
2845,756,33,1,3,0,3,1,7,3,1,0,-25.042261,117.793221,0,93,11,21,4,24997.82,14527.06,3570.02,0
4066,4514,33,0,1,1,3,3,0,3,5,0,-37.0201,144.9646,1,6,12,16,3,63578.15,48035.85,466.46,0
17203,4296,30,1,2,0,3,0,4,1,6,0,-31.840233,145.612793,1,88,8,15,4,109332.14,85178.28,9309.3,1
11576,682,36,1,3,0,3,3,2,3,7,0,-30.000233,136.209152,1,88,11,1,5,69653.63,31054.06,1877.12,1
5244,2689,42,0,3,1,3,2,1,0,1,1,-25.042261,117.793221,1,81,5,4,2,43053.67,30433.6,7684.02,0
1001,4539,39,0,1,0,3,1,3,3,5,0,-37.0201,144.9646,0,104,10,2,5,38647.72,27335.17,776.34,0
4198,3261,43,0,0,3,3,3,4,3,3,1,-20.917574,142.702789,1,14,8,16,1,34730.01,10993.66,99.36,0
2418,2489,25,1,1,0,0,4,7,1,7,0,-41.640079,146.315918,0,100,9,26,2,93434.61,52554.6,7382.98,0
16058,3910,27,0,1,0,3,4,3,1,6,2,-30.000233,136.209152,1,51,3,5,2,108369.68,44941.472,19719.36,0
3575,3593,-1,1,1,1,3,3,1,3,2,0,-31.840233,145.612793,1,27,11,19,5,57077.77,31412.56,1219.62,0
6726,1880,30,1,1,0,2,2,3,0,3,0,-37.0201,144.9646,1,6,12,12,4,44387.77,30875.78,5509.9,0
3847,2567,46,1,3,0,0,0,7,1,4,0,-31.840233,145.612793,1,101,6,6,2,139466.38,48731.6,13016.56,0
961,130,37,1,3,1,3,2,4,0,5,0,-37.0201,144.9646,1,111,4,9,5,98146.13,70198.9,3840.54,0
9772,3265,43,0,0,1,3,4,3,0,5,0,-37.0201,144.9646,1,93,9,14,2,84989.93,64544.35,4429.18,0
13174,2264,46,0,2,0,2,1,6,3,0,0,-37.0201,144.9646,1,77,4,24,0,130289.13,87620.76,899.78,0
10398,232,23,0,3,0,2,3,1,0,1,1,-31.840233,145.612793,0,87,4,24,2,101525.84,40432.01,13170.78,1
14759,1393,34,1,3,1,3,4,7,2,5,1,-20.917574,142.702789,1,108,10,20,2,84859.6,55291.776,2417.47,1
14297,1903,35,0,3,0,2,3,0,2,5,0,-37.0201,144.9646,1,9,7,19,5,86654.25,44475.05,20309.42,1
4887,1480,38,1,3,0,2,2,3,3,3,1,-37.0201,144.9646,1,13,7,3,4,107998.64,67100.69,8870.58,0
12423,836,26,1,3,0,3,1,7,3,2,0,-37.0201,144.9646,1,60,10,16,5,84635.23,45618.92,5961.96,1
757,49,29,1,1,1,3,2,1,0,6,0,-31.840233,145.612793,1,85,8,31,5,45105.08,18651.44,3492.08,0
5313,2719,33,0,3,1,3,1,7,1,3,1,-25.042261,117.793221,1,27,2,18,1,34311.88,18472.76,284.24,0
2284,1500,31,0,0,2,3,4,3,3,3,0,-31.840233,145.612793,1,100,1,23,5,136528.79,58401.48,19790.54,0
16806,1779,21,0,3,1,3,0,3,3,7,0,-31.840233,145.612793,0,41,10,23,2,63140.42,32860.72,7712.28,1
13335,4103,48,1,3,0,0,3,2,3,3,1,-31.840233,145.612793,1,62,10,23,2,60243.8,35221.92,3028.78,0
4827,4055,30,0,1,2,3,3,2,3,6,0,-31.840233,145.612793,1,109,8,17,5,79431.48,63214.27,774.14,0
8378,4239,44,0,3,1,3,4,0,2,5,0,-25.042261,117.793221,0,79,7,1,2,75756.74,50358.64,3961.4,1
807,3049,-1,1,2,1,2,0,5,3,6,1,-37.0201,144.9646,0,114,3,27,5,28282.0,17983.54,1700.64,1
3907,3770,-1,0,3,1,3,2,1,3,3,1,-20.917574,142.702789,1,80,10,21,2,36483.6,20283.6,1634.74,0
12750,1526,26,1,3,1,3,4,4,1,1,0,-31.840233,145.612793,1,9,5,15,2,33842.2,22153.02,2952.66,0
7023,4741,-1,2,3,2,2,3,6,3,6,0,-25.042261,117.793221,0,69,5,9,4,33923.7,25812.76,915.7,0
1956,1794,43,1,1,0,3,4,6,1,1,0,-20.917574,142.702789,1,64,11,18,3,71753.44,51918.74,4529.9,1
10637,2007,18,0,3,0,0,4,6,2,5,1,-20.917574,142.702789,1,72,7,21,4,72164.95,46071.78,1055.32,1
9343,2379,41,0,1,0,3,4,4,2,5,2,-37.0201,144.9646,1,2,2,18,1,137139.2,105015.1,24061.44,1
12229,2712,-1,1,1,1,3,4,7,3,2,0,-25.042261,117.793221,0,39,7,9,2,111984.46,66659.24,3349.12,0
11404,3243,22,0,1,0,2,4,3,3,5,0,-37.0201,144.9646,1,117,10,18,4,78399.65,35392.12,5127.8,0
16599,4680,18,0,3,1,3,1,2,3,5,1,-30.000233,136.209152,0,47,9,12,5,47340.78,32285.568,3248.63,0
16549,4269,32,1,1,3,2,0,1,3,1,1,-20.917574,142.702789,0,21,12,19,1,66797.14,53117.656,1353.38,0
2402,467,44,1,2,1,3,2,0,3,4,0,-25.042261,117.793221,1,79,10,3,5,27826.41,9612.81,10670.2,0
14797,2103,32,0,3,1,3,4,4,3,5,1,-37.0201,144.9646,0,32,6,24,2,59903.93,33692.052,3755.12,0
1073,3922,30,0,3,0,3,3,2,3,2,1,-31.840233,144.9646,1,115,10,25,4,48397.39,19810.37,712.6,0
15046,827,49,1,3,1,3,2,5,3,6,0,-25.042261,117.793221,0,61,3,22,5,116823.93,34982.608,10603.12,1
12432,1759,30,1,3,0,2,4,5,3,3,1,-31.840233,145.612793,0,78,12,16,4,53568.35,33945.84,9725.96,0
6524,2395,-1,2,1,0,3,4,1,1,3,0,-37.0201,144.9646,1,72,3,23,5,122729.48,90906.39,7988.64,0
18001,2285,59,1,3,1,2,1,3,2,1,1,-25.042261,117.793221,1,113,10,9,2,129549.67,97515.092,803.77,1
10283,1474,44,1,3,1,2,0,2,0,0,1,-30.000233,136.209152,1,47,9,9,2,28827.18,18304.68,1509.52,1
12719,2852,44,1,3,0,2,0,0,3,3,1,-31.840233,144.9646,0,30,2,26,2,36388.05,22588.75,352.22,0
18272,2083,51,0,1,0,0,1,6,3,1,1,-37.0201,144.9646,0,40,11,27,2,111549.68,52176.556,13251.21,0
8095,2850,-1,0,3,1,2,1,2,2,7,0,-37.0201,144.9646,0,74,9,22,5,34815.32,22447.16,21.5,1
15757,4301,35,1,3,0,2,2,6,3,7,0,-37.0201,144.9646,1,119,9,9,2,72926.35,26577.304,7149.94,0
15315,3035,34,0,1,0,2,4,5,0,7,2,-37.0201,144.9646,1,80,9,12,3,68353.22,29607.116,892.44,0
16797,3240,40,1,0,1,0,4,6,3,4,0,-25.042261,117.793221,1,86,12,7,0,40833.58,24175.68,3142.4,0
10130,4089,45,2,1,1,2,4,4,3,6,1,-31.840233,145.612793,1,93,11,23,5,48228.71,24507.28,8892.94,0
15363,401,43,1,3,1,3,3,6,3,3,0,-31.840233,145.612793,1,72,8,26,2,69421.17,49935.136,2775.46,0
7504,4571,31,1,3,1,3,2,4,0,5,1,-31.840233,145.612793,1,12,3,26,2,37681.14,25958.13,2883.16,0
10658,4436,18,2,3,0,3,1,6,3,2,1,-20.917574,142.702789,0,119,7,27,0,37967.4,14506.52,6663.94,0
1003,1538,40,0,3,1,2,4,0,3,6,1,-37.0201,144.9646,1,67,9,20,2,84701.46,36169.55,3634.54,0
7658,2010,39,0,0,3,3,4,3,3,2,1,-37.0201,144.9646,0,25,8,4,2,49267.91,25747.37,2147.94,1
17477,3341,28,0,2,0,2,1,0,0,6,2,-20.917574,142.702789,1,95,4,14,4,35032.3,27575.496,492.88,0
15052,3894,40,0,3,0,3,4,0,0,3,0,-37.0201,144.9646,1,69,10,3,2,138757.59,64989.06,20737.72,0
7566,4919,41,0,1,0,3,1,5,2,5,0,-37.0201,144.9646,0,112,4,30,1,84593.47,46094.64,2078.08,1
13566,3638,-1,1,1,2,3,1,3,2,0,0,-37.0201,144.9646,1,73,12,16,2,81558.51,58305.1,2621.74,1
13574,597,24,1,0,2,3,0,1,2,2,0,-37.0201,144.9646,1,27,11,19,2,39486.91,20666.39,776.54,1
9677,4151,24,0,0,1,3,4,2,3,4,0,-37.0201,144.9646,1,113,5,31,4,75370.98,27623.83,6022.02,0
17608,2137,24,1,2,0,0,3,3,3,0,0,-37.0201,144.9646,1,30,10,15,5,80786.04,57677.372,6881.55,0
5368,3342,47,1,3,1,2,0,2,0,5,1,-37.0201,144.9646,0,35,9,28,3,33596.66,20432.53,6840.86,0
6928,112,32,0,3,0,3,1,4,3,5,2,-20.917574,142.702789,1,108,11,11,5,78115.17,30704.08,20221.1,0
9603,4471,40,1,2,2,3,2,0,2,7,0,-31.840233,145.612793,1,61,11,1,2,52694.3,40248.16,2813.3,1
6289,1860,39,0,3,1,3,2,7,3,4,2,-37.0201,144.9646,0,47,12,25,5,108752.09,80145.44,6789.7,0
13644,2372,37,0,3,0,3,2,6,3,6,0,-20.917574,142.702789,1,118,3,10,4,66309.67,44662.75,4206.58,0
8901,3325,20,1,1,0,2,0,2,0,5,1,-20.917574,142.702789,0,66,11,17,2,102419.8,64629.39,9251.66,0
13075,3529,36,1,3,0,2,2,6,3,5,0,-37.0201,144.9646,1,97,1,26,4,106634.67,36583.97,1343.78,1
11795,1014,-1,1,3,0,2,1,5,0,0,1,-20.917574,142.702789,1,37,10,17,5,122312.84,93420.0,1237.64,0
985,3806,37,1,2,1,3,1,7,2,7,1,-31.840233,145.612793,1,86,7,6,2,38990.15,23079.75,1019.74,1
11268,3649,47,0,1,0,3,4,2,1,4,0,-25.042261,117.793221,1,70,6,19,2,35814.93,12029.34,1492.98,1
14783,2313,47,0,3,1,2,4,4,3,1,0,-37.0201,144.9646,0,60,9,25,2,139882.98,108941.176,18544.92,0
6169,2966,21,1,3,1,3,1,1,3,4,2,-37.0201,144.9646,1,74,9,30,5,86750.31,34909.85,5867.76,1
15733,1064,26,2,3,1,3,4,6,3,6,1,-25.042261,117.793221,1,11,3,25,2,99461.55,40913.12,996.38,0
7384,2624,24,0,1,0,2,1,7,3,4,1,-31.840233,145.612793,1,21,1,20,0,36713.35,12415.94,2528.04,1
14290,2262,60,1,1,0,2,3,4,2,4,0,-20.917574,142.702789,1,105,2,20,5,79861.8,57797.94,5443.02,1
17505,2748,39,0,2,0,0,3,4,2,3,1,-31.840233,145.612793,1,1,12,29,2,69235.31,48139.1,3425.22,1
12293,4214,43,1,2,1,3,1,0,3,1,1,-31.840233,145.612793,1,85,2,15,0,59701.49,27359.47,7442.9,0
13316,1025,-1,0,2,0,2,1,1,3,1,1,-30.000233,136.209152,1,62,12,21,2,35030.08,13190.61,2667.24,0
10914,1016,44,1,1,1,3,2,0,3,5,1,-37.0201,144.9646,1,27,11,24,5,42899.82,27818.76,475.5,1
17730,417,23,1,0,1,3,1,0,0,2,0,-30.000233,136.209152,1,76,5,19,1,28213.38,15234.864,4152.88,0
9460,3787,27,0,1,1,2,3,3,2,1,0,-31.840233,145.612793,1,18,12,23,4,121552.99,55573.07,5794.4,1
2462,3448,33,1,3,0,3,0,0,0,0,0,-31.840233,145.612793,1,112,11,14,2,45689.13,33700.56,4003.94,0
14641,3637,32,0,1,0,2,0,7,2,1,1,-20.917574,142.702789,1,78,6,25,4,78922.61,45659.736,57.91,1
268,229,25,0,3,0,3,4,5,0,1,2,-31.840233,145.612793,1,90,5,31,2,61082.79,37302.17,4246.3,1
7962,1683,59,0,3,1,3,0,2,3,3,1,-20.917574,142.702789,1,27,11,19,2,130864.76,94970.41,9071.3,0
3580,1275,-1,1,3,1,3,3,1,3,0,1,-25.042261,117.793221,1,4,11,10,2,70142.41,51897.62,6923.28,0
11708,3411,34,1,3,0,3,3,3,3,6,0,-31.840233,145.612793,1,58,5,13,5,47350.72,33564.8,692.42,0
71,4549,-1,0,1,1,3,0,4,0,0,0,-37.0201,144.9646,0,73,9,4,2,68409.28,41915.53,1488.1,0
9454,1255,47,0,3,3,3,3,0,2,6,0,-31.840233,145.612793,1,73,8,22,2,77717.19,50318.87,7860.66,1
16526,4669,52,1,2,1,3,4,4,3,6,0,-31.840233,145.612793,1,19,12,1,2,68166.68,23555.768,5650.86,1
15828,1484,32,2,3,2,3,1,4,3,1,1,-37.0201,144.9646,0,110,9,22,5,46148.08,18436.796,9552.43,0
12450,2228,26,1,1,1,3,4,1,0,7,1,-35.473469,149.012375,0,16,10,29,4,60480.22,46446.34,5902.62,0
2821,1750,-1,1,3,0,2,1,7,2,4,1,-20.917574,142.702789,1,79,5,9,2,54820.34,24726.8,5096.62,1
4524,3206,-1,0,3,2,0,3,1,0,7,0,-20.917574,142.702789,1,89,10,20,4,59359.54,41853.88,5821.48,0
589,2918,-1,1,0,1,2,3,2,2,6,0,-31.840233,145.612793,0,60,11,2,1,100371.11,37216.97,3968.08,1
14345,532,-1,0,3,0,3,4,7,3,0,1,-31.840233,145.612793,0,25,12,21,0,81850.59,39080.09,7710.3,0
13502,1063,38,2,1,2,3,2,7,0,3,1,-20.917574,142.702789,1,102,4,9,2,48759.1,29060.22,3146.24,0
15167,1270,37,0,3,1,2,3,0,3,5,0,-37.0201,144.9646,1,13,11,3,2,151115.68,67844.94,9556.57,0
10841,1066,28,1,2,1,2,1,2,1,1,0,-31.840233,145.612793,1,113,6,5,2,75889.65,27982.49,5688.44,0
10229,1007,36,1,3,0,1,1,6,3,6,2,-20.917574,142.702789,0,14,8,19,5,68622.14,23770.41,9486.9,0
15961,535,24,1,3,0,0,2,1,2,3,1,-31.840233,145.612793,1,89,11,14,2,51983.8,21736.576,4022.09,0
14862,2031,30,1,3,0,2,0,6,3,2,0,-41.640079,146.315918,1,34,11,11,2,26088.42,14928.676,2359.07,0
3758,2997,-1,1,2,1,3,3,0,0,5,1,-31.840233,145.612793,0,97,12,30,2,58294.62,31672.79,3551.32,0
6845,699,41,0,1,1,2,1,4,0,0,1,-37.0201,144.9646,1,83,11,28,0,79428.82,28102.08,1080.2,1
2028,3388,32,0,2,1,2,2,6,3,4,1,-37.0201,144.9646,0,22,12,6,2,33957.77,19373.53,1221.44,0
10850,931,36,1,3,2,3,0,4,2,3,0,-37.0201,144.9646,0,91,1,17,0,171739.9,62423.21,16548.2,0
8869,2735,39,0,1,1,2,4,3,3,6,1,-31.840233,145.612793,0,118,7,1,2,68857.24,23116.02,11761.46,0
14108,1563,-1,0,3,1,2,3,4,3,1,1,-30.000233,136.209152,0,115,7,5,5,132438.63,95605.25,1873.04,0
9424,2693,29,0,1,1,3,1,3,0,3,1,-31.840233,145.612793,0,72,7,26,2,79635.34,49759.19,28429.9,1
5454,4230,24,2,3,0,3,2,4,3,1,1,-31.840233,145.612793,1,108,8,28,0,20650.33,10027.46,4674.02,0
13553,93,20,0,0,2,3,2,4,2,2,1,-31.840233,145.612793,1,14,5,31,2,34325.41,14110.11,6065.7,1
16010,1673,33,0,1,0,3,1,7,3,6,0,-20.917574,142.702789,1,8,8,11,0,75884.37,38910.344,11913.31,0
13925,2655,39,0,0,0,2,4,2,3,7,0,-20.917574,142.702789,1,77,8,4,0,42711.71,32855.34,4463.22,0
11454,1061,50,0,3,0,3,4,5,3,1,1,-31.840233,145.612793,1,46,9,6,4,107928.37,60797.86,7248.14,0
13742,4013,31,1,1,0,1,2,6,3,4,2,-20.917574,142.702789,0,40,12,9,5,152572.89,99144.72,11855.28,0
2432,920,-1,1,3,2,3,3,4,3,2,1,-20.917574,142.702789,0,83,9,19,4,49159.53,33187.11,2086.84,0
14985,3357,23,0,1,0,3,1,5,1,7,1,-31.840233,145.612793,0,48,6,7,3,36601.6,19676.12,3426.12,0
9828,2654,31,1,0,0,2,2,2,2,3,2,-20.917574,142.702789,1,16,2,24,4,72515.21,53773.73,696.56,0
4647,1144,40,0,1,0,3,3,3,0,7,0,-31.840233,145.612793,1,88,10,28,0,28507.5,22346.57,2880.8,0
8469,2689,42,0,3,1,3,2,2,3,4,0,-25.042261,117.793221,1,81,11,6,2,43053.67,30433.6,7684.02,0
13233,665,35,0,3,0,0,0,0,3,7,0,-20.917574,142.702789,1,66,5,25,2,84537.58,50350.99,7061.26,0
896,2257,57,1,3,0,3,2,3,3,0,2,-37.0201,144.9646,1,71,9,22,5,104023.85,72042.1,9505.3,0
9803,4732,21,0,0,2,0,1,5,3,1,0,-20.917574,142.702789,1,54,4,7,4,71724.96,55043.11,4608.02,0
7000,3698,48,0,2,0,3,4,6,0,5,0,-37.0201,144.9646,1,25,11,8,3,46847.11,23201.65,2194.42,0
1587,2950,33,1,3,0,3,0,0,0,5,1,-20.917574,142.702789,1,2,9,14,4,74098.63,31838.93,7703.92,0
6686,1215,38,1,0,0,2,0,2,0,4,1,-37.0201,144.9646,0,52,10,31,4,60961.64,31412.19,10620.68,0
1719,40,31,2,2,0,3,4,4,3,2,1,-37.0201,144.9646,0,4,10,12,2,74323.68,25887.1,1423.28,0
6100,4804,-1,0,1,0,2,3,4,3,7,0,-37.0201,144.9646,1,102,12,17,4,46514.16,24305.28,203.16,0
3806,2275,33,1,0,2,2,0,5,3,5,1,-37.0201,144.9646,0,113,12,21,2,30892.63,19831.98,1744.12,0
8806,75,27,0,3,2,2,4,4,2,2,0,-20.917574,142.702789,0,82,10,18,2,59156.26,22190.97,380.54,1
15774,3411,34,1,3,0,3,3,3,1,2,0,-31.840233,145.612793,1,58,9,15,5,47350.72,33430.54,678.84,0
3961,1379,-1,0,1,0,3,1,4,3,3,0,-25.042261,117.793221,1,51,4,25,2,68466.33,46563.7,1571.72,0
13702,1180,46,1,3,2,0,1,3,3,3,0,-37.0201,144.9646,1,84,11,13,2,70220.72,27906.98,8550.92,0
7036,4257,28,0,3,1,3,2,7,3,2,1,-31.840233,145.612793,1,73,7,22,5,67741.56,28658.07,3502.18,1
6078,222,27,1,1,2,2,2,3,2,4,2,-30.000233,136.209152,0,16,9,5,3,67480.34,45080.35,801.96,1
890,3836,-1,1,0,0,3,4,4,0,4,0,-31.840233,145.612793,1,23,10,22,5,63879.25,34651.82,3176.36,0
13164,3250,-1,0,3,1,2,2,3,2,1,2,-31.840233,145.612793,1,33,11,1,5,55666.31,29339.16,1650.1,1
17385,4704,33,1,3,0,3,2,4,0,7,2,-37.0201,144.9646,1,2,6,5,5,61293.23,19673.868,10623.45,1
4006,302,38,1,3,1,3,4,1,0,3,1,-20.917574,142.702789,1,34,10,22,3,105711.4,80321.45,7614.06,0
4939,3982,-1,0,1,0,3,0,1,3,2,0,-37.0201,144.9646,1,31,5,30,2,124650.48,62512.78,7744.08,0
16288,1449,24,1,3,1,0,2,5,3,4,0,-31.840233,145.612793,0,94,5,12,2,101060.6,68056.54,4176.26,1
13293,1159,38,0,3,0,3,4,6,3,7,0,-20.917574,142.702789,1,49,11,28,4,143379.3,83410.12,14988.98,0
5898,2597,39,1,1,0,3,3,2,3,5,1,-35.473469,149.012375,0,83,7,19,4,43689.09,24465.93,4452.28,0
15464,1513,26,1,1,1,3,2,5,3,3,2,-41.640079,146.315918,1,7,9,23,2,77150.78,54788.368,7544.07,0
8551,4505,45,0,2,1,3,4,4,3,3,1,-20.917574,142.702789,0,19,12,21,2,84475.87,64293.0,6955.96,0
15508,2824,30,1,1,1,2,1,0,1,5,2,-25.042261,117.793221,1,48,4,4,0,31839.79,11229.352,1296.09,0
10991,2652,33,1,0,0,2,4,5,3,6,0,-20.917574,142.702789,1,33,10,5,2,99581.58,35966.84,6077.08,0
584,410,26,0,3,0,2,1,5,2,4,0,-20.917574,142.702789,1,23,12,26,2,109323.83,64679.22,1640.2,1
11460,4848,40,0,3,1,2,1,0,3,5,0,-37.0201,144.9646,1,63,12,1,5,59289.46,28552.19,3398.4,0
3932,568,18,1,3,1,3,0,2,3,7,1,-37.0201,144.9646,0,52,3,27,2,29843.77,12134.09,5100.1,1
1260,1871,30,0,1,0,3,3,3,3,0,1,-20.917574,142.702789,1,70,11,20,2,72798.16,30810.74,6091.06,0
14327,4620,55,2,3,0,3,4,2,3,3,1,-25.042261,117.793221,0,78,9,15,5,51562.38,16429.24,5871.98,0
310,2054,44,0,3,0,3,1,1,2,2,0,-20.917574,142.702789,0,55,6,5,4,89355.14,27990.79,9095.8,1
1716,2796,33,1,1,1,3,4,3,3,4,0,-31.840233,145.612793,1,56,9,5,5,39471.66,17515.88,155.66,1
11500,2723,18,0,3,3,3,0,1,2,3,1,-25.042261,117.793221,1,16,1,7,0,127294.87,43131.62,6580.38,0
6009,4766,21,0,3,0,2,1,5,2,3,1,-37.0201,144.9646,0,55,9,23,4,90032.47,36192.43,4284.86,0
2052,2789,32,0,3,0,2,1,7,3,2,1,-31.840233,145.612793,1,97,10,5,2,69240.61,43224.0,5347.04,0
14264,982,-1,0,3,0,0,2,3,2,3,0,-30.000233,136.209152,0,67,3,20,4,126800.57,79309.53,4407.1,1
4668,2957,18,1,1,1,3,0,0,3,6,1,-31.840233,145.612793,1,16,11,11,2,75412.58,30198.73,1613.18,1
4298,639,-1,0,1,1,2,4,3,3,0,0,-31.840233,145.612793,1,96,10,2,5,91633.99,35237.54,6765.08,0
6646,241,29,0,0,1,2,2,6,1,5,2,-20.917574,142.702789,0,66,5,26,5,62238.07,19267.63,1804.72,1
3783,4775,-1,1,2,0,2,4,0,2,5,0,-20.917574,142.702789,1,91,8,19,0,61411.01,47285.66,15788.5,1
1008,4087,-1,2,0,1,3,1,3,3,5,0,-20.917574,142.702789,1,45,10,20,4,66658.32,43063.41,7582.34,0
7347,3588,-1,1,1,0,3,3,3,1,4,1,-31.840233,145.612793,1,53,11,8,0,45181.38,14313.12,6773.16,0
16746,405,29,0,3,2,3,3,0,2,5,1,-19.491411,132.550964,0,72,10,16,5,100636.5,79771.524,7962.76,1
10377,497,21,0,3,0,3,2,7,3,3,0,-31.840233,145.612793,1,22,5,27,3,44873.88,28837.13,3165.94,0
7409,215,25,0,0,1,2,2,7,3,1,0,-25.042261,117.793221,1,56,8,23,2,57935.72,36598.82,3493.94,0
11815,502,27,1,1,2,2,0,4,3,0,1,-37.0201,144.9646,0,75,11,7,2,28593.36,18657.88,2622.32,0
15580,1434,21,0,3,0,2,2,0,0,3,0,-37.0201,144.9646,1,55,11,27,1,100809.89,55110.016,15961.74,0
8383,748,50,1,3,3,3,1,0,2,6,1,-25.042261,117.793221,0,41,2,19,2,58404.64,40164.43,3779.56,1
9878,3879,-1,1,3,3,3,1,6,3,0,2,-20.917574,142.702789,0,116,10,5,5,71097.33,52411.34,3683.4,0
17199,1879,35,1,0,0,2,1,3,3,7,1,-31.840233,145.612793,1,58,12,21,5,116971.7,54043.936,10266.19,0
4059,3146,23,1,1,1,2,0,1,3,0,0,-37.0201,144.9646,1,50,8,8,2,64663.28,43976.98,2690.02,0
8721,4208,-1,0,3,2,2,4,5,2,6,0,-25.042261,117.793221,1,45,10,11,2,107281.03,49342.2,5822.52,1
90,3455,42,0,3,0,2,0,5,2,2,0,-37.0201,144.9646,1,101,11,22,5,39597.27,30273.87,497.4,1
1987,4111,30,1,0,2,2,1,2,0,5,0,-20.917574,142.702789,0,61,6,30,0,101485.88,78308.4,15605.78,0
14881,4817,22,0,1,1,0,3,2,3,2,1,-31.840233,145.612793,1,78,3,23,5,93346.1,56207.456,8306.17,1
16144,700,31,0,0,0,2,2,2,3,2,0,-37.0201,144.9646,1,28,6,2,5,89264.71,65611.52,3832.15,1
16069,1641,33,1,0,2,3,4,5,1,7,1,-37.0201,144.9646,1,106,11,22,5,67775.02,46202.368,3557.1,1
7279,1607,18,0,3,2,2,1,6,0,6,0,-31.840233,145.612793,0,35,3,28,2,60810.47,48065.44,1210.46,0
2672,2635,40,0,3,2,2,0,2,3,1,0,-31.840233,145.612793,0,63,11,28,5,89044.53,67435.5,2053.42,0
10309,172,32,0,1,0,1,4,6,2,7,0,-37.0201,144.9646,1,105,1,23,4,52446.36,31616.44,8724.22,1
11129,1842,20,0,3,1,3,3,0,3,6,0,-37.0201,144.9646,1,27,10,20,3,53897.51,32430.94,9610.16,1
14903,3666,61,0,3,0,2,2,0,2,0,0,-37.0201,144.9646,0,32,9,23,2,119230.48,44341.948,15753.01,1
9175,2013,50,0,3,2,2,3,0,3,0,0,-31.840233,145.612793,1,30,10,31,4,56026.17,21739.32,5205.76,0
7192,4744,28,0,1,1,2,2,1,1,7,1,-20.917574,142.702789,1,45,3,16,0,60169.61,33597.02,1534.18,0
9517,3676,23,1,1,2,2,3,6,3,6,1,-20.917574,142.702789,1,1,12,18,2,24899.74,17496.68,2158.24,1
17087,2803,40,1,1,0,2,0,4,0,3,1,-37.0201,144.9646,1,54,12,24,2,128326.65,45189.976,20767.27,0
5043,3894,40,0,3,0,3,4,3,3,5,0,-37.0201,144.9646,1,69,3,3,2,138757.59,65250.06,21152.48,1
2925,2898,18,1,1,1,3,1,1,3,4,1,-30.000233,136.209152,1,63,10,14,4,49711.46,23490.62,3664.96,0
17751,2232,24,0,1,2,2,2,7,2,1,0,-20.917574,142.702789,1,81,10,3,1,127320.71,48874.2,8754.51,1
8185,4922,-1,1,3,0,2,2,0,3,3,0,-31.840233,145.612793,1,99,11,5,2,72968.32,22114.52,3665.94,0
